,job_title,company,skills,date_posted,Location
661,Dot Net Developer,"eTools Software, Karachi , Pakistan","Jquery, SOLID Principles, LINQ, HTML, Entity FrameWork, .Net Framework, Web API, Microsoft SQL Server, Stored Procedures, Dependency Injection, Functions, Dapper, .net Core, ASP.NET Core MVC, Razor Pages, React, CSS, RESTful API design, Design Patterns, JavaScript, CCHANNEL, async/await patterns, middleware pipelines, caching mechanisms, In-Memory/In-App caching",2025-08-06,"Karachi , Pakistan"
662,Junior Dot Net Developer,"IK ENTERPRISES, All Cities , Pakistan","Jquery, MS SQL Server, .net Core, ASP.NET Framework, Angular, JavaScript, CCHANNEL",2025-08-20,"All Cities , Pakistan"
663,.NET Developer,"Midlands Online Presence, Karachi , Pakistan",".NET, React Js, Time Management",2025-09-04,"Karachi , Pakistan"
664,.Net Developer,"InteliWare, All Cities , Pakistan","ASP.net, Jquery, LINQ, Entity FrameWork, Rest APIs, Object-oriented programming, .net Core, Angular, SQL Server, CCHANNEL",2025-08-30,"All Cities , Pakistan"
665,Full Stack .NET Developer,"Awatech Technology Solutions., Lahore , Pakistan","Java Script, HTML, .Net Framework, React Js, Rest APIs, .net Core, CSS, Frontend Framework, CCHANNEL",2025-08-22,"Lahore , Pakistan"
666,.Net Developer,"Insteh Sol (Pvt.) Ltd, Multiple Cities , Pakistan","OpenGL, Desktop Application Development, Investment Plan Management",2025-08-29,"Multiple Cities , Pakistan"
667,Dot Net Core Developer,"Supersoft Technologies, All Cities , Pakistan","MS SQL Server, SOLID Principles, Monitoring, Entity FrameWork, SignalR, Logging, DOCKER, RabbitMQ, Web APIS, Kubernetes, Object-Oriented Programming (OOP), ASP.NET Core MVC, Apigee, Mulesoft, Microservice Architecture, Redis, Design Patterns, CCHANNEL, debugging microservices, API gateways (Ocelot, TYK, Kong)",2025-08-11,"All Cities , Pakistan"
668,.Net Developer,"Falkenherz FZ, All Cities , Pakistan","Git, JSON, CSS3, SOLID Principles, Rest APIs, HTML5, SQL Server, JavaScript/TypeScript, Design Patterns, CCHANNEL, ASP.NET (MVC/Core), Entity Framework/EF Core, Angular (version 8 or higher)",2025-08-06,"All Cities , Pakistan"
669,Senior .NET Developer,"AI Technology, All Cities , Pakistan","ASP.net, Git, Microsoft .NET, Restful APIs, Entity FrameWork, UX Development, Scalable Web Application, Mobile Phone App Development, .Netcore, Blazor, UI, CCHANNEL, Wasm",2025-08-18,"All Cities , Pakistan"
670,Senior .NET Developer,"Contour Software, Karachi , Pakistan","WPF, Rest APIs, .NET Desktop Application Development, MVVM Design Pattern, Agile/Scrum Development, CCHANNEL, Accounting software applications, MS SQL database management, ActiveReports (GrapeCity) - preferred, ACH Gateway - preferred, Token-based credit card processing - preferred, Application performance monitoring tools -, MS SQL performance analyzer - preferred",2025-08-20,"Karachi , Pakistan"
671,Senior .net Developer,"Solutionsloft, All Cities , Pakistan","PostgreSQL, Application Design, Financial Services, MSSQL, SQL Databases, Microservices Architecture, Technical Leadership, Kafka, GitLab, Performance Optimization, RabbitMQ, Code Reviews, .net Core, Memcached, Kubernetes, OpenShift, API Design, CI/CD pipelines, Team Management, Security Best Practices, Clean Architecture Principles, Redis, CCHANNEL, Event-driven architectures, Containerized deployment, architectural discussions",2025-08-07,"All Cities , Pakistan"
672,Full Stack .NET Developer,"Geekybugs, Lahore , Pakistan","JSON, MVC, HTML/CSS, SignalR, Razor, Agile Methodologies, Rest APIs, .net Core, Blazor, React, Angular, Problem-Solving, Communication, Java, Teamwork, JavaScript, CCHANNEL, AWS (preferred), Microsoft Azure (preferred), T-SQL/SQL",2025-08-29,"Lahore , Pakistan"
673,Software Developer (.NET Core),"Fulcrum Pvt, Karachi , Pakistan","LINQ, Restful APIs, HTML, Entity FrameWork, Microservices Architecture, Analytical Abilities, .net Core, ASP.NET Core MVC, Web API Development, Problem-Solving, CSS, Strong Communication, SQL Server, Agile and Scrum Methodologies, JavaScript, CCHANNEL, Cloud platforms (Azure or AWS), Angular or React (preferably)",2025-08-31,"Karachi , Pakistan"
674,Full Stack .NET Developer,"Recruitment Xperts, Lahore , Pakistan","Troubleshooting, Bootstrap, Web Application Development, SignalR, Team Collaboration, .net Core, Angular, SQL Server, Communication, Debugging",2025-08-08,"Lahore , Pakistan"
675,Software Engineer (.Net Developer),"Splash Business Intelligence, All Cities , Pakistan","WinForms, .Net Framework, WPF, REST Services, Unit Testing, Windows Services, Version Control (GIT), MVVM architecture, Project Management tools (JIRA), SQL Server, CCHANNEL, Software Development Methodologies (Waterfall, Agile), Orca (preferred), VBA programming (preferred)",2025-08-06,"All Cities , Pakistan"
676,.NET web form developer,"MaxRemind, Rawalpindi , Pakistan","Stored Procedures, ASP.Net Web Forms, Database Optimization, Code Review, Scalability, SQL Server, Security Principles, Collaboration With Cross-functional Teams, Application performance tuning, CCHANNEL",2025-08-08,"Rawalpindi , Pakistan"
677,Software Developer intern MVC Dote Net Core Developer,"ICT Systems Private, Karachi , Pakistan","Ajax, Jquery, MVC, HTML, Bootstrap, Database Management, API Integration, SOA, Agile Methodologies, Rest APIs, Object-oriented programming, Web APIS, SQL Stored Procedures, SOAP APIs, Asp.net Webforms, CSS, Ado.Net, JavaScript, CCHANNEL, ERP software customization",2025-08-24,"Karachi , Pakistan"
678,Teaching Staff ( PHP / Dot Net ),"Aptech Learning, All Cities , Pakistan","MySQL, Teaching Skills, Front End Development, Dot Net, Communication Skills, PHP",2025-08-11,"All Cities , Pakistan"
679,Full Stack Developer,"Bohzo Ltd, Lahore , Pakistan","iOS Development, Restful APIs, DevOps, React Native, Next.JS",2025-09-04,"Lahore , Pakistan"
680,Full Stack Developer,"Pixcile Technologies, Karachi , Pakistan","MySQL, ASP.net, Jquery, Java Script, Communication Skills, CorePHP",2025-09-02,"Karachi , Pakistan"
681,Full Stack Developer - Mern / PHP,"Essentia LLC, Lahore , Pakistan",Not Specified,2025-08-30,"Lahore , Pakistan"
682,Full Stack Developer,"IT Analytica, Multiple Cities , Pakistan","Restful Architecture, Database Knowledge, REACT.JS, Critical Thinking",2025-09-02,"Multiple Cities , Pakistan"
683,Full Stack Developer,"Pixcile Technologies, Karachi , Pakistan","ASP.net, Wix Knowledge, Google Apps, Code Ignitor, CorePHP, Laravel Framework",2025-09-02,"Karachi , Pakistan"
684,Full Stack Developer,"Ideas Registration Inc, All Cities , Pakistan","ASP.net, Git, MS SQL Server, Database, React Js, Microsoft Azure, Coding Standards, DOCKER",2025-09-04,"All Cities , Pakistan"
685,Full Stack Developer,"Devnuts, Lahore , Pakistan",Not Specified,2025-08-21,"Lahore , Pakistan"
686,Full Stack Developer - React / Node.Js / Mongodb,"The Hide Lab, Faisalabad , Pakistan","Web Project Management, Product Analysis, Web Application Design",2025-08-28,"Faisalabad , Pakistan"
687,Full Stack Developer,"Techsol IT, Karachi , Pakistan",Not Specified,2025-08-21,"Karachi , Pakistan"
688,Full Stack Developer,"FusionWave (pvt.) Limited, Lahore , Pakistan",Not Specified,2025-08-20,"Lahore , Pakistan"
689,Full Stack Developer,"CodesOrbit, Islamabad , Pakistan","Database, HTML, Server Management, API Integration, Team Collaboration, Problem-Solving, CSS, Back-end Development, Front-End Frameworks, JavaScript",2025-08-30,"Islamabad , Pakistan"
690,PHP / Full Stack Developer,"Soft Helpers, Sialkot , Pakistan","ASP.net, HTML, CSS",2025-08-13,"Sialkot , Pakistan"
691,Full Stack Developer,"Code Sphere Labs, Lahore , Pakistan",Not Specified,2025-08-11,"Lahore , Pakistan"
692,Full Stack Developer - PHP / Laraval,"Horizon Tech, Karachi , Pakistan","MySQL, AWS Solution, Git, Restful APIs, Nodejs, S3, CD process, PHP and Laravel, CI, Laravel Framework",2025-08-19,"Karachi , Pakistan"
693,Full Stack Web / Mobile App Developer,"Ovex Technologies Pakistan Pvt Ltd, Lahore , Pakistan","MySQL, Jquery, HTML",2025-08-13,"Lahore , Pakistan"
694,Full Stack Developer,"Softnox Technologies, All Cities , Pakistan","MySQL, Apache, Jquery, Mongodb, XML, API Development, HTML, Software Testing, Full Stack Development, Collaboration and Communication, React, Node.js, CSS, Technical Documentation, Python, UI/UX Design Principles, Java, JavaScript, CCHANNEL, Desktop and mobile application development, Security measures and data protection",2025-08-23,"All Cities , Pakistan"
695,Full Stack Developer,"Interact Global, All Cities , Pakistan","MySQL, Git, Mongodb, PostgreSQL, HTML, Microservices Architecture, REST API Development, Node.js, Problem-Solving, CSS, Python, PHP, Debugging, JavaScript",2025-08-21,"All Cities , Pakistan"
696,Full Stack Developer,"Software Productivity Strategists, All Cities , Pakistan","Deployment, NoSQL, Performance Optimization, Database Design and management, Code Reviews, Web Application Architecture, Full Stack Web Development, Frontend Technologies, SQL, Automated Testing, Third-party API Integration, Clean Code, Backend Technologies, Security Best Practices, cloud hosting environments",2025-08-21,"All Cities , Pakistan"
697,Full-Stack Developer - Shopify APIs / React / Node,"VendAI, All Cities , Pakistan","Git, Restful Architecture, GITHUB, Communication Skills, CD, AWS, React, Node.js, TypeScript, CI, GraphQL, Redis, PostgreSQL, Express.js, Next.JS, Unit Testing (Jest), Webhooks, OAuth 2.0, Shopify App Development, Shopify API (REST & GraphQL), Prisma ORM, Remix",2025-08-28,"All Cities , Pakistan"
698,Full Stack Developer,"Brown Tech International, All Cities , Pakistan","Mongodb, Database Management, MEAN Stack, API, MVC Architecture, Angular, Node.js, REACT.JS, English Communication, MERN Stack, PHP Laravel, JavaScript",2025-08-10,"All Cities , Pakistan"
699,Android Developer,"Broadstone Technologies, Lahore , Pakistan","Git, UX, CD, GitLab, Kotlin, CI, UI, JIRA",2025-08-19,"Lahore , Pakistan"
700,Android Developer,"TechKnock, All Cities , Pakistan","Git, JSON, Android SDK, Restful APIs, Analytical Skills, Team Collaboration, Kotlin, Problem-Solving, Android Design Principles, UI/UX Best Practices, Testing tools and methodologies",2025-08-18,"All Cities , Pakistan"
701,Android Developer,"Funsol Technologies, Islamabad , Pakistan","MVVM, Unit Testing, Rest APIs, Performance Optimization, Dependency Injection, Kotlin, Native Android App Development, Navigation Components, Hilt, Third-party library integration",2025-08-07,"Islamabad , Pakistan"
702,Android Developer,"ITGlobe, Lahore , Pakistan","Android SDK, Navigation, Firebase, Agile Methodologies, Dagger, Rest APIs, Dependency Injection, CI/CD, Kotlin, MVVM architecture, Room Database, Livedata, ViewModel, Coroutines, Jetpack Components, Hilt, Jetpack Compose, Optimization, Android Development, Debugging",2025-08-06,"Lahore , Pakistan"
703,Senior Android Developer,"Solsoft Innovations, Multiple Cities , Pakistan","IOS, Cyber Security, Android, Python",2025-08-28,"Multiple Cities , Pakistan"
704,Android App Developer,"CM Soft, Rawalpindi , Pakistan","Android SDK, Android Studio, Debugging Code",2025-08-06,"Rawalpindi , Pakistan"
705,Android Developer Paid Intern,"ELINE TECHNOLOGIES (Pvt). Ltd, Rawalpindi , Pakistan",Android Development,2025-09-03,"Rawalpindi , Pakistan"
706,Junior Android Developer,"Fun Prime Technology, Islamabad , Pakistan","Git, Android SDK, Restful APIs, Analytical Skills, Android NDK, Kotlin, Problem-Solving, Java, Publishing applications on Google Play Store, Testing tools and methodologies",2025-08-07,"Islamabad , Pakistan"
707,Android App Developer Intern,"AhDev101, Multiple Cities , Pakistan","API Integration, Kotlin, XML, Firebase",2025-09-02,"Multiple Cities , Pakistan"
708,"Android Developer Intern (Java, Kotlin)","MK Smart Technologies, Rawalpindi , Pakistan","Android SDK, Restful APIs, Kotlin, Third-party Libraries, Problem-Solving, Communication, Java, Teamwork",2025-08-20,"Rawalpindi , Pakistan"
709,Mobile App Developer (React Native),"Heetly, Karachi , Pakistan","Git, JSON, MVC, iOS Development, Restful APIs, Enzyme, Mocha, React Native, Facebook Integration, Jest, Espresso, Axios, Bluetooth Integration, Firebase services, Android Development, GPS Integration, JavaScript, profiling and debugging, MVVM), Automated testing (JUnit, XCTest), Mobile networking libraries (Retrofit, Alamofire), Architectural patterns (MVP, Push notification systems",2025-08-10,"Karachi , Pakistan"
710,Android / iOS Developer,"FragroIntl, Multiple Cities , Pakistan","Git, Android Management, IOS, iOS Development, Android Studio, iOS App Knowledge, GITHUB, Programming Languages, Visual Studio Code, Mobile Phone App Development, Espresso",2025-08-13,"Multiple Cities , Pakistan"
711,React Native Developer,"Opus Geeks, Karachi , Pakistan","Git, Restful APIs, Firebase, React Native, Redux, CI/CD, Problem-Solving, Mobile Design Patterns, Communication, JavaScript/ES6+, native Android/iOS development, app deployment (Apple App Store and Google Play",2025-08-31,"Karachi , Pakistan"
712,React Native Developer,"DynamoLogic Solutions, All Cities , Pakistan","Swift, React Js, Relational Databases, React Native, Web Service Development, Hooks, Version Control Systems, TypeScript, JavaScript, Android/iOS build systems, Mobile app development principles",2025-08-24,"All Cities , Pakistan"
713,Flutter Developer,"Innovabe Solutions, Lahore , Pakistan","iOS Development, Firebase, Flutter, Android Development",2025-09-02,"Lahore , Pakistan"
714,Senior Flutter Developer,"Kemat consulting, Islamabad , Pakistan","Restful APIs, Mobile Development, DART, Performance Optimization, Push Notifications, CI/CD, Testing Methodologies, State Management, Flutter, iOS and Android Development, Debugging, Google Play Store Deployment, App store deployment, Mobile Security Principles, OAuth2 Authentication",2025-08-06,"Islamabad , Pakistan"
715,Mobile Application Developer,"HH Tech Hub, Rawalpindi , Pakistan","GUI Framework, Android SDK, iOS Development, Swift, React Js, Firebase, React Native, Kotlin, Flutter",2025-09-02,"Rawalpindi , Pakistan"
716,Senior Full Stack Developer,"RIDEE, Islamabad , Pakistan","PostgreSQL, iOS SDK, Android SDK, Nodejs, Redis Skills, React Native",2025-08-05,"Islamabad , Pakistan"
717,Mobile App Developer,"Solinovation, Faisalabad , Pakistan","Database Management, Firebase, API Integration, DART, Flutter, Java, Mobile Application Development, App Store and Play Store app deployment",2025-08-31,"Faisalabad , Pakistan"
718,Data Entry / Data Cleaner,"Soft Steer, Lahore , Pakistan","Formatting, Cleaning, Data Cleaning, Filtering, Attention to Detail, Data Entry, basic formulas), Microsoft Excel (sorting, Basic knowledge of CRM or lead management tools",2025-08-20,"Lahore , Pakistan"
719,Data Analyst,"Riaz ul Quran Academy, All Cities , Pakistan","Data Analysis, Statistical Techniques, Data Interpretation, Database Maintenance, data collection systems, trend and pattern analysis",2025-09-04,"All Cities , Pakistan"
720,Data Officer - District Level,"MicroMerger (Pvt.) Ltd., Multiple Cities , Pakistan","Data Distribution Analysis, Data Analytics, Data Visualization Skills",2025-09-02,"Multiple Cities , Pakistan"
721,Data Analyst,"Unknown Nordics, All Cities , Pakistan","Data Analysis, Analytical Skills, Business Data Analysis, Marketing Data Analysis, Data-driven Decision Making, Attention to Detail, Operational data analysis, data translation into recommendations",2025-08-26,"All Cities , Pakistan"
722,Data Engineer,"WebDigitalSphere, All Cities , Pakistan","Data Analytics, Data Warehousing, Data Modeling, Analytical Abilities, ETL Processes, Data Engineering, Databricks, Snowflake, Problem-Solving",2025-08-24,"All Cities , Pakistan"
723,Data Administrator / Inventory Manager / Product Lister,"Bragan, Dublin , Ireland","Trello, Linnworks, Magento",2025-09-04,"Dublin , Ireland"
724,Data Engineer,"Apex Strategies, All Cities , Pakistan","Data Engineering, Big data tools, building scalable data systems, reliable data infrastructure, efficient data systems",2025-08-22,"All Cities , Pakistan"
725,Data Analyst,"Pak Suzuki Motor Company Limited, All Cities , Pakistan","Data Analysis, Statistical Analysis, SQL, R, Python, Data Cleaning",2025-08-26,"All Cities , Pakistan"
726,Data Engineer,"Contour Software, Karachi , Pakistan","Apache Kafka, ATHENA, PySpark, Databricks, Glue, Data Lake, AWS Glue, Apache Airflow, MongoDB), Amazon EMR, Advanced English Proficiency, Security Groups, ADVANCED PYTHON PROGRAMMING, Boto3), IAM Policies, AWS cloud data lake architectures (S3, Redshift), Data warehouse concepts and architectures, Scalable data pipelines design and build, AWS SDKs (e.g., Strong SQL and query optimization, NoSQL databases (DynamoDB, RESTful API integration with Python, Data security best practices (encryption at rest, AWS KMS, VPC configurations, Basic machine learning concepts for data cleaning",2025-08-26,"Karachi , Pakistan"
727,Data Analyst,"QVISE Quality Vertex Integrated System Engineering Pvt, All Cities , Pakistan","Communication Skills, Power BI, Pivot Tables, Data Analysis Techniques, Analytical and Problem-solving Skills, Transformation, Statistical Concepts, Data Cleaning, Excel (Advanced Formulas, SQL (preferred), data visualization), Data modeling principles, and validation, Python or R (preferred)",2025-08-22,"All Cities , Pakistan"
728,Data Lead,"ValueMomentum, Hyderabad , Pakistan","Agile, SCRUM, DevOps, Data Processing, PySpark, SQL, Azure Functions, Data Ingestion, Azure Databricks, Python, Azure SQL Database, Azure Blob Storage, Synapse Analytics, Azure Data Factory (ADF), Azure Data Lake Storage (ADLS), Procedural SQL, Storage Explorer, CI/CD deployment pipelines, ETL process design, Analytical pipeline development",2025-08-24,"Hyderabad , Pakistan"
729,Data Officer,"MicroMerger (Pvt.) Ltd., Karachi , Pakistan","Data Distribution Analysis, Data Analytics, Data Visualization Skills",2025-08-18,"Karachi , Pakistan"
730,Data Analyst,"Careem, Karachi , Pakistan","Data Analysis, Tableau, NumPy, Communication Skills, Power BI, Pandas, Data-driven Decision Making, Joins, SQL, Power Bi), A/B Testing, Python, Google Sheets, Python (pandas, window functions, Business Intelligence tools (Tableau, NumPy) - preferred, Dashboard creation and management, data transformations, data transformations), SQL (window functions",2025-08-22,"Karachi , Pakistan"
731,Data Analyst,"Careem, Karachi , Pakistan","Data Analysis, Tableau, NumPy, Communication Skills, Power BI, Pandas, Joins, SQL, Dashboard Creation, Python, Google Sheets, Analytical Mindset, Business Intelligence, window functions, Python (preferred), complex data transformations, Pandas (preferred), NumPy (preferred)",2025-08-25,"Karachi , Pakistan"
732,Data entry,"ByteCrafts Solution, Lahore , Pakistan","WORD), MS Office (Excel, Ability To Work Independently, handling confidential information, Time Management, Fast And Accurate Typing Skills, Attention to Detail, Data Entry",2025-08-29,"Lahore , Pakistan"
733,Data Analyst,"MedAsk Pvt, All Cities , Pakistan","Data Analysis, Report Generation, Data Validation, Training and Support, Data Interpretation, Problem-Solving, MS Excel, Data Entry Accuracy, Abuzar Software, Communication",2025-08-16,"All Cities , Pakistan"
734,Data Operator,"CG Global Pvt, All Cities , Pakistan","Documentation, Reliability, Data Accuracy, Fast Typing Speed, Urdu Typing, MS Excel, English, Google Sheets, Attention to Detail, Data Entry, Back-Office Operations, Confidentiality, form-based data entry systems",2025-08-20,"All Cities , Pakistan"
735,Data Analyst,"Terafort, Lahore , Pakistan","Data Analysis, Predictive Modeling, Insight Generation, Dashboard Creation, data foundation building",2025-08-19,"Lahore , Pakistan"
736,AI Intern,"ZENCLOUD TECHNOLOGIES PRIVATE, All Cities , Pakistan","Data Handling, Communication Skills, PyTorch, Problem-Solving, Python Programming, Azure, Version Control (Git, Data Visualization, Data Cleaning, Cloud Platforms (AWS, Scikit-learn), Google Cloud Platform) - preferred, Machine learning libraries (TensorFlow, Natural Language Processing (NLP) - preferred, Computer Vision - preferred, GitHub) - preferred",2025-08-22,"All Cities , Pakistan"
737,AI / Programming Instructor - Online,"Cambridge EdTech, All Cities , Pakistan","Automation Languages Command, MATLAB Command, Data Analysis, HTML Knowledge, LMS Management, Machine Learning, Problem Solving",2025-08-11,"All Cities , Pakistan"
738,Artificial Intelligence Instructor,"Noor Project, Lahore , Pakistan","Data Analysis, Natural Language Processing, NumPy, Keras, Scikit-learn, Deep Learning, Pandas, TensorFlow, Data Preprocessing, PyTorch, Machine Learning, Algorithms, Python, Presentation, Artificial Intelligence, Communication, Model Evaluation",2025-08-21,"Lahore , Pakistan"
739,Head of Department – Artificial Intelligence & Cyber Security,"Aligarh Institute of Technology, Aligarh , Pakistan","Curriculum Planning, Mentoring, Ethical Hacking, Cyber Security, Deep Learning, TensorFlow, Network Defense, Project-based Learning, Machine Learning, Interpersonal Communication, Python, Artificial Intelligence, Learning Management Systems (LMS), Classroom Management, Firewalls, Continuous assessment, Cybersecurity techniques",2025-08-06,"Aligarh , Pakistan"
740,Digital Marketing & Artificial Intelligence Trainers,"ustaadpk, All Cities , Pakistan","Analytics, Deep Learning, Google Ads, Email Marketing, Digital Marketing, Python Programming, Social Media Advertising, Machine Learning, SEO, Chatgpt, Presentation, Prompt Engineering, Artificial Intelligence, Communication, Content Marketing",2025-08-05,"All Cities , Pakistan"
741,Senior AI Engineer I,"Careem, Karachi , Pakistan","رعاية المرضى, MySQL, MS SQL Server, Hadoop, Data Mining, Tableau, Hive, DB2, Qlik, Agile Methodologies, Data Transformation, Teradata, Deep Learning, MicroStrategy, Coding Skills, Predictive Modeling, Time Series Analysis, Chartio, BigQuery, Reinforcement Learning, SQL, Problem-Solving, Recommendation Systems, Amazon EMR, Spark, Machine Learning, A/B Testing, Python, Optimization, SAP, AI, Data Cleaning, Oracle, Business Intelligence, Qlik), geospatial data processing, learning to rank, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, Geospatial data processing (plus), Data transformation and cleaning",2025-09-03,"Karachi , Pakistan"
742,Female AI Course Teacher (Night Shift),"Campus, Rawalpindi , Pakistan","Mentoring, Computer Vision, Natural Language Processing, Neural Networks, Deep Learning, Data Preprocessing, Machine Learning, R, Python, Presentation, Artificial Intelligence, Communication, Java, Teaching, CPLUSPLUS, AI Frameworks and Tools, AI ethics",2025-08-21,"Rawalpindi , Pakistan"
743,Senior AI Engineer I,"Careem, Karachi , Pakistan","رعاية المرضى, MySQL, MS SQL Server, Hadoop, Data Mining, Tableau, Hive, DB2, Qlik, Agile Methodologies, Data Transformation, Teradata, Deep Learning, MicroStrategy, Predictive Modeling, Time Series Analysis, Chartio, BigQuery, Reinforcement Learning, SQL, Problem-Solving, Recommendation Systems, Amazon EMR, Spark, Machine Learning, A/B Testing, Python, Optimization, SAP, AI, Data Cleaning, Oracle, Coding Proficiency, Business Intelligence, Qlik), geospatial data processing, learning to rank, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, Geospatial data processing (plus), Agile methodologies (familiarity)",2025-08-28,"Karachi , Pakistan"
744,Senior AI Engineer I,"Careem, Lahore , Pakistan","رعاية المرضى, MySQL, MS SQL Server, Hadoop, Coding, Data Mining, Tableau, Hive, DB2, Qlik, Agile Methodologies, Data Transformation, Teradata, Deep Learning, MicroStrategy, Predictive Modeling, Time Series Analysis, Chartio, BigQuery, Reinforcement Learning, Recommendations, SQL, Problem-Solving, Amazon EMR, Spark, Machine Learning, A/B Testing, Python, Optimization, Ai Models, SAP, Data Cleaning, Oracle, geospatial data processing, learning to rank, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, Fluency in English (verbal and written",2025-08-12,"Lahore , Pakistan"
745,Senior AI Engineer I,"Careem, Lahore , Pakistan","MySQL, MS SQL Server, Hadoop, Data Mining, Tableau, Hive, DB2, Exploratory Data Analysis, Qlik, Agile Methodologies, Data Transformation, Teradata, Deep Learning, MicroStrategy, Coding Skills, Predictive Modeling, Time Series Analysis, Chartio, BigQuery, Reinforcement Learning, Recommendations, SQL, Problem-Solving, Amazon EMR, Spark, Machine Learning, A/B Testing, Python, Optimization, SAP, Data Cleaning, Oracle, Business Intelligence, geospatial data processing, learning to rank, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, AI platform, Data transformation and cleaning",2025-08-21,"Lahore , Pakistan"
746,Senior AI Engineer I,"Careem, Karachi , Pakistan","رعاية المرضى, MySQL, MS SQL Server, Hadoop, Data Mining, Tableau, Hive, DB2, Qlik, Agile Methodologies, Data Transformation, Teradata, Deep Learning, MicroStrategy, Coding Skills, Predictive Modeling, Time Series Analysis, Chartio, BigQuery, Reinforcement Learning, Recommendations, SQL, Problem-Solving, MYSQL), Amazon EMR, Spark, Machine Learning, A/B Testing, Python, Optimization, Ai Models, SAP, Data Cleaning, Oracle, English communication (written and verbal), Qlik), geospatial data processing, learning to rank, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, Geospatial data processing (plus), Database technologies (Hadoop, Marketplace dynamics knowledge (ride-hailing and",2025-09-02,"Karachi , Pakistan"
747,Network Technician,"Skylink Network, Rawalpindi , Pakistan","Fusion Splicing, FTTH, Fiber Signal Distribution, Cable TV Knowledge",2025-08-27,"Rawalpindi , Pakistan"
748,IT Security / Network Engineer,"GEM Business Solutions, Lahore , Pakistan","Information Security Management, Wireless Networking, Cyber Security, Security Audits, Network Connectivity Management, Network Security Implementation",2025-09-01,"Lahore , Pakistan"
749,Junior Network / Network Administrator,"Pakistan Revenue Automation (Pvt) Ltd, Multiple Cities , Pakistan","Computer Network Operations, Wireless Networking, Networking Protocol, Cisco Networking Devices Command",2025-09-01,"Multiple Cities , Pakistan"
750,Network Administrator,"Mavericks United, Lahore , Pakistan","Troubleshooting, Network Monitoring, Network Infrastructure Management, System Optimization",2025-08-29,"Lahore , Pakistan"
751,Network Administrator,"NC Entertainment, All Cities , Pakistan","Network Configuration, Network Maintenance, Network Installation, DNS administration, Firewall Management, Troubleshooting Network Problems, VPN Administration, Network Security Principles, Router and switch management, DHCP administration",2025-08-22,"All Cities , Pakistan"
752,Network Technician,"Hamson, All Cities , Pakistan","Network Troubleshooting, Communication Skills, STRUCTURED CABLING, LAN/WAN Technologies, Team Collaboration, Network performance monitoring, Network Documentation, Network Security Principles, Network Inventory Management, network device installation and maintenance, data integrity measures, firmware updates and patches, hardware/software technical support",2025-08-23,"All Cities , Pakistan"
753,Network / Security Administrator,"JWS Pakistan, Gujranwala , Pakistan","DNS Firewall, VPN, Networking Protocol, Cyber Security, Windows Servers Management, Network Security Administration",2025-09-01,"Gujranwala , Pakistan"
754,Network Administrator,"Rahat Securities Limited., Lahore , Pakistan","Computer Network Operations, Network Training, Network Security Administration",2025-08-19,"Lahore , Pakistan"
755,Network Administrator,"Anwar Khawaja Industries Pvt Ltd, Sialkot , Pakistan","Computer Network Operations, Team Building, Server Management, Networking Protocol, Communication Skills, systems backup, Time Management",2025-09-01,"Sialkot , Pakistan"
756,Network Engineer,"KBK Electronics Pvt Ltd, Lahore , Pakistan","Computer Network Operations, Network Security Administration, Cisco Networking Devices Command",2025-08-19,"Lahore , Pakistan"
757,Network Engineer,"Hamson, All Cities , Pakistan","Switches, Network Support, Network Maintenance, Network Monitoring Tools, Documentation Skills, STRUCTURED CABLING, Patch Management, LAN/WAN Technologies, Team Collaboration, wi-fi, updates, Security Protocols and Compliance, firewalls), Networking devices (routers, Troubleshooting connectivity issues (VPN, wired LAN), On-call/after-hours support",2025-08-23,"All Cities , Pakistan"
758,IT Network Intern,"3S Solutions Pvt Ltd Pakistan, Lahore , Pakistan","Network Troubleshooting, Network Configuration, Network Administration",2025-09-03,"Lahore , Pakistan"
759,Network Administrator,"Karvel Consulting, Karachi , Pakistan","TCP/IP, Troubleshooting, AWS, VLANs, Network Monitoring, VPN Configuration, English Communication, SonicWall Firewalls, Network Security Principles, Routing, Switching, Ubiquiti UniFi hardware, MSP environment experience, Cloud networking (Azure, Microsoft 365) - preferred, Other firewall and networking platforms -",2025-08-22,"Karachi , Pakistan"
760,Network Engineer,"ENCS Networks, Rawalpindi , Pakistan","TCP/IP, Network Troubleshooting, MPLS, Nat, Cisco Routing, Cisco Switching, Ospf, BGP, VLANs, SDN, Analytical Skills, Firewall Management, Cisco Prime, SD-WAN, Firepower, SSL), Problem-Solving, Excellent Communication Skills, Python (preferred), SolarWinds), Cisco firewall technologies (ASA, FTD), VPN configuration (IPsec, LAN/WAN design and maintenance, ACL implementation, High availability configurations, Network monitoring (Wireshark, Ansible (preferred), Cisco DNA Center (preferred), Multi-vendor environments (Fortinet, Palo Alto)",2025-08-24,"Rawalpindi , Pakistan"
