CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
16805,173,2,12.95,1,2,1,4,At Risk
16806,103,4,46.74,2,3,3,8,Loyal Customers
16807,142,3,49.980000000000004,2,3,3,8,Loyal Customers
16808,99,2,74.25,2,2,3,7,Loyal Customers
16809,23,6,30.89,3,4,2,9,Loyal Customers
16810,192,2,-13.099999999999998,1,2,1,4,Returned/Churned
16811,4,2,47.85,4,2,3,9,Loyal Customers
16812,360,1,87.6,1,1,3,5,Potential Customers
16813,8,10,70.07,4,4,3,11,Champions
16814,14,22,511.0,4,4,4,12,Champions
16816,103,4,69.33,2,3,3,8,Loyal Customers
16817,2,13,95.65,4,4,3,11,Champions
16818,10,13,153.15,4,4,4,12,Champions
16820,95,1,23.4,2,1,2,5,Potential Customers
16823,227,1,8.25,1,1,1,3,At Risk
16824,15,2,40.35,4,2,3,9,Loyal Customers
16825,38,2,89.28,3,2,3,8,Loyal Customers
16826,51,1,17.4,2,1,2,5,Potential Customers
16828,93,2,27.6,2,2,2,6,Potential Customers
16829,156,1,12.600000000000001,1,1,1,3,At Risk
16830,38,1,20.28,3,1,2,6,Potential Customers
16832,184,3,99.35,1,3,3,7,Loyal Customers
16833,1,4,66.6,4,3,3,10,Champions
16834,227,1,30.0,1,1,2,4,At Risk
16835,128,2,31.8,2,2,2,6,Potential Customers
16836,39,2,91.26,3,2,3,8,Loyal Customers
16837,31,12,521.43,3,4,4,11,Champions
16838,197,3,17.529999999999998,1,3,2,6,Potential Customers
16839,8,39,3511.77,4,4,4,12,Champions
16841,36,7,-3.780000000000001,3,4,1,8,Returned/Churned
16842,64,4,32.95,2,3,2,7,Loyal Customers
16843,42,17,418.03,3,4,4,11,Champions
16846,50,1,24.96,3,1,2,6,Potential Customers
16847,43,1,15.0,3,1,1,5,Potential Customers
16848,52,1,34.68,2,1,2,5,Potential Customers
16849,186,1,17.700000000000003,1,1,2,4,At Risk
16850,333,1,19.799999999999997,1,1,2,4,At Risk
16851,4,3,25.619999999999997,4,3,2,9,Loyal Customers
16852,10,2,23.6,4,2,2,8,Loyal Customers
16855,23,2,34.8,3,2,2,7,Loyal Customers
16856,14,1,17.700000000000003,4,1,2,7,Loyal Customers
16858,366,2,24.3,1,2,2,5,Potential Customers
16859,106,5,-41.870000000000005,2,3,1,6,Returned/Churned
16861,59,3,51.150000000000006,2,3,3,8,Loyal Customers
16863,29,4,4.050000000000001,3,3,1,7,Loyal Customers
16866,140,3,119.85,2,3,4,9,Loyal Customers
16869,22,5,-3.23,3,3,1,7,Returned/Churned
16871,22,7,164.9,3,4,4,11,Champions
16872,77,3,285.27,2,3,4,9,Loyal Customers
16873,4,10,100.35,4,4,3,11,Champions
16875,64,9,54.050000000000004,2,4,3,9,Loyal Customers
16877,12,6,58.19,4,4,3,11,Champions
16878,24,2,8.25,3,2,1,6,Potential Customers
16880,30,7,44.66,3,4,3,10,Champions
16881,66,1,432.0,2,1,4,7,Loyal Customers
16882,66,3,38.2,2,3,2,7,Loyal Customers
16883,187,2,22.7,1,2,2,5,Potential Customers
16884,37,2,37.7,3,2,2,7,Loyal Customers
16885,15,3,28.48,4,3,2,9,Loyal Customers
16887,35,1,6.75,3,1,1,5,Potential Customers
16889,194,3,31.560000000000002,1,3,2,6,Potential Customers
16891,1,5,44.89,4,3,3,10,Champions
16892,1,7,25.650000000000002,4,4,2,10,Champions
16893,366,1,1.65,1,1,1,3,At Risk
16895,64,1,5.0,2,1,1,4,At Risk
16897,299,3,7.25,1,3,1,5,Potential Customers
16898,26,4,-51.21999999999999,3,3,1,7,Returned/Churned
16899,7,6,63.6,4,4,3,11,Champions
16900,11,5,-639.8699999999999,4,3,1,8,Returned/Churned
16902,116,1,37.5,2,1,2,5,Potential Customers
16903,29,1,8.25,3,1,1,5,Potential Customers
16904,4,16,241.45000000000002,4,4,4,12,Champions
16905,5,8,80.2,4,4,3,11,Champions
16906,81,4,35.0,2,3,2,7,Loyal Customers
16907,29,5,28.41,3,3,2,8,Loyal Customers
16909,64,2,62.75999999999999,2,2,3,7,Loyal Customers
16910,4,8,26.46,4,4,2,10,Champions
16912,23,14,255.39,3,4,4,11,Champions
16913,290,1,39.15,1,1,2,4,At Risk
16914,36,1,9.95,3,1,1,5,Potential Customers
16915,9,6,74.85000000000001,4,4,3,11,Champions
16916,23,2,5.25,3,2,1,6,Potential Customers
16917,276,1,122.39999999999999,1,1,4,6,Potential Customers
16918,49,7,76.82000000000001,3,4,3,10,Champions
16919,156,11,232.20000000000002,1,4,4,9,Loyal Customers
16921,61,1,1.68,2,1,1,4,At Risk
16923,12,26,228.5,4,4,4,12,Champions
16924,21,4,-4.390000000000001,3,3,1,7,Returned/Churned
16926,371,1,8.7,1,1,1,3,At Risk
16927,115,3,285.6,2,3,4,9,Loyal Customers
16928,80,19,187.74,2,4,4,10,Champions
16929,3,7,126.78,4,4,4,12,Champions
16930,26,3,15.100000000000001,3,3,2,8,Loyal Customers
16931,5,21,87.74000000000001,4,4,3,11,Champions
16932,53,1,8.25,2,1,1,4,At Risk
16933,1,5,45.970000000000006,4,3,3,10,Champions
16934,54,2,32.150000000000006,2,2,2,6,Potential Customers
16936,25,1,9.899999999999999,3,1,1,5,Potential Customers
16938,8,5,-788.4000000000001,4,3,1,8,Returned/Churned
16940,52,3,30.45,2,3,2,7,Loyal Customers
16942,12,10,48.760000000000005,4,4,3,11,Champions
16943,211,3,125.8,1,3,4,8,Loyal Customers
16945,21,19,313.21000000000004,3,4,4,11,Champions
16947,235,1,27.04,1,1,2,4,At Risk
16948,138,3,75.0,2,3,3,8,Loyal Customers
16949,3,7,28.420000000000005,4,4,2,10,Champions
16950,56,3,172.8,2,3,4,9,Loyal Customers
16951,123,4,30.200000000000003,2,3,2,7,Loyal Customers
16952,109,2,12.19,2,2,1,5,Potential Customers
16953,30,1,20.8,3,1,2,6,Potential Customers
16954,0,9,750.75,4,4,4,12,Champions
16955,184,5,66.95,1,3,3,7,Loyal Customers
16956,9,2,16.400000000000002,4,2,2,8,Loyal Customers
16957,239,2,102.6,1,2,3,6,Potential Customers
16959,87,1,12.75,2,1,1,4,At Risk
16960,38,3,4.88,3,3,1,7,Loyal Customers
16961,116,1,20.0,2,1,2,5,Potential Customers
16963,187,1,15.0,1,1,1,3,At Risk
16965,226,1,9.120000000000001,1,1,1,3,At Risk
16966,8,10,427.90999999999997,4,4,4,12,Champions
16967,189,1,15.0,1,1,1,3,At Risk
16968,4,2,30.450000000000003,4,2,2,8,Loyal Customers
16969,39,3,79.32000000000001,3,3,3,9,Loyal Customers
16971,2,2,0.0,4,2,1,7,Returned/Churned
16976,267,1,76.32000000000001,1,1,3,5,Potential Customers
16978,77,1,8.5,2,1,1,4,At Risk
16979,3,8,72.07,4,4,3,11,Champions
16980,255,2,19.349999999999998,1,2,2,5,Potential Customers
16982,60,1,17.0,2,1,2,5,Potential Customers
16983,12,8,120.53,4,4,4,12,Champions
16984,78,5,-16.3,2,3,1,6,Returned/Churned
16985,17,11,482.34,3,4,4,11,Champions
16986,29,2,1810.8,3,2,4,9,Loyal Customers
16987,3,7,64.22,4,4,3,11,Champions
16988,5,1,19.799999999999997,4,1,2,7,Loyal Customers
16989,7,6,405.54999999999995,4,4,4,12,Champions
16990,218,1,179.0,1,1,4,6,Potential Customers
16992,10,6,104.14999999999999,4,4,3,11,Champions
16995,372,1,-1.25,1,1,1,3,Returned/Churned
16996,30,9,260.14,3,4,4,11,Champions
16997,288,3,156.0,1,3,4,8,Loyal Customers
16998,149,6,287.02000000000004,1,4,4,9,Loyal Customers
16999,23,2,29.75,3,2,2,7,Loyal Customers
17001,0,11,229.9,4,4,4,12,Champions
17002,73,4,129.25,2,3,4,9,Loyal Customers
17004,46,2,42.05,3,2,3,8,Loyal Customers
17006,4,4,91.28,4,3,3,10,Champions
17007,50,7,80.42,3,4,3,10,Champions
17010,16,2,0.29999999999999893,4,2,1,7,Loyal Customers
17011,30,1,19.8,3,1,2,6,Potential Customers
17014,8,4,59.7,4,3,3,10,Champions
17015,28,3,43.5,3,3,3,9,Loyal Customers
17017,2,27,852.51,4,4,4,12,Champions
17018,40,2,92.7,3,2,3,8,Loyal Customers
17019,11,4,24.9,4,3,2,9,Loyal Customers
17022,31,1,20.8,3,1,2,6,Potential Customers
17024,45,3,95.85,3,3,3,9,Loyal Customers
17025,60,3,58.25,2,3,3,8,Loyal Customers
17026,185,2,134.43,1,2,4,7,Loyal Customers
17027,78,7,30.75,2,4,2,8,Loyal Customers
17029,110,2,716.0,2,2,4,8,Loyal Customers
17030,63,1,2.9,2,1,1,4,At Risk
17031,11,2,83.2,4,2,3,9,Loyal Customers
17033,86,3,221.75999999999996,2,3,4,9,Loyal Customers
17034,16,4,16.229999999999997,4,3,2,9,Loyal Customers
17035,245,3,42.919999999999995,1,3,3,7,Loyal Customers
17037,78,2,13.049999999999999,2,2,1,5,Potential Customers
17038,30,1,5.95,3,1,1,5,Potential Customers
17040,137,1,175.2,2,1,4,7,Loyal Customers
17041,26,4,20.799999999999997,3,3,2,8,Loyal Customers
17042,2,5,88.8,4,3,3,10,Champions
17043,32,4,148.2,3,3,4,10,Champions
17044,8,3,82.51,4,3,3,10,Champions
17045,113,3,56.46,2,3,3,8,Loyal Customers
17046,157,1,30.0,1,1,2,4,At Risk
17047,85,3,55.260000000000005,2,3,3,8,Loyal Customers
17048,115,6,19.4,2,4,2,8,Loyal Customers
17049,2,11,225.93,4,4,4,12,Champions
17050,96,6,71.4,2,4,3,9,Loyal Customers
17051,194,1,2.5,1,1,1,3,At Risk
17052,28,1,11.8,3,1,1,5,Potential Customers
17053,128,2,33.300000000000004,2,2,2,6,Potential Customers
17054,28,6,86.72999999999999,3,4,3,10,Champions
17058,81,3,58.400000000000006,2,3,3,8,Loyal Customers
17059,29,5,57.89,3,3,3,9,Loyal Customers
17060,266,1,17.700000000000003,1,1,2,4,At Risk
17061,73,12,670.48,2,4,4,10,Champions
17062,313,5,14.920000000000002,1,3,1,5,Potential Customers
17063,8,11,135.05,4,4,4,12,Champions
17064,58,3,104.8,2,3,3,8,Loyal Customers
17065,143,1,-112.35,2,1,1,4,Returned/Churned
17068,12,22,445.2,4,4,4,12,Champions
17069,28,13,123.63000000000001,3,4,4,11,Champions
17070,114,1,3.95,2,1,1,4,At Risk
17071,8,14,213.45,4,4,4,12,Champions
17073,17,4,23.02,3,3,2,8,Loyal Customers
17075,17,5,14.47,3,3,1,7,Loyal Customers
17076,36,3,93.9,3,3,3,9,Loyal Customers
17078,36,2,69.0,3,2,3,8,Loyal Customers
17079,78,1,59.400000000000006,2,1,3,6,Potential Customers
17080,22,3,140.2,3,3,4,10,Champions
17081,25,2,6.37,3,2,1,6,Potential Customers
17082,33,2,46.160000000000004,3,2,3,8,Loyal Customers
17083,109,3,93.4,2,3,3,8,Loyal Customers
17084,35,2,38.4,3,2,2,7,Loyal Customers
17085,123,6,28.86,2,4,2,8,Loyal Customers
17086,7,6,214.89999999999998,4,4,4,12,Champions
17088,28,4,77.22,3,3,3,9,Loyal Customers
17090,4,8,543.6700000000001,4,4,4,12,Champions
17091,2,10,128.84,4,4,4,12,Champions
17092,50,4,48.230000000000004,3,3,3,9,Loyal Customers
17094,318,2,-23.3,1,2,1,4,Returned/Churned
17095,22,6,-199.05,3,4,1,8,Returned/Churned
17096,9,7,56.940000000000005,4,4,3,11,Champions
17097,2,9,60.76,4,4,3,11,Champions
17100,18,2,29.85,3,2,2,7,Loyal Customers
17101,10,4,256.0,4,3,4,11,Champions
17102,261,1,25.5,1,1,2,4,At Risk
17105,159,2,14.3,1,2,1,4,At Risk
17107,32,7,400.09999999999997,3,4,4,11,Champions
17109,29,8,33.04,3,4,2,9,Loyal Customers
17110,165,1,16.5,1,1,2,4,At Risk
17111,47,1,15.0,3,1,1,5,Potential Customers
17114,5,10,55.449999999999996,4,4,3,11,Champions
17115,8,5,37.9,4,3,2,9,Loyal Customers
17117,288,1,17.0,1,1,2,4,At Risk
17118,317,1,16.5,1,1,2,4,At Risk
17119,3,3,21.05,4,3,2,9,Loyal Customers
17120,233,1,16.5,1,1,2,4,At Risk
17122,119,1,19.799999999999997,2,1,2,5,Potential Customers
17123,161,1,25.200000000000003,1,1,2,4,At Risk
17124,185,1,15.9,1,1,2,4,At Risk
17125,50,1,15.0,3,1,1,5,Potential Customers
17126,152,7,1.0600000000000007,1,4,1,6,Potential Customers
17128,334,1,5.9,1,1,1,3,At Risk
17131,5,5,86.8,4,3,3,10,Champions
17133,15,7,1174.7,4,4,4,12,Champions
17134,106,2,35.45,2,2,2,6,Potential Customers
17135,16,7,275.06,4,4,4,12,Champions
17138,275,1,17.9,1,1,2,4,At Risk
17139,15,15,332.91999999999996,4,4,4,12,Champions
17140,247,1,7.5,1,1,1,3,At Risk
17142,239,1,35.849999999999994,1,1,2,4,At Risk
17144,1,2,30.6,4,2,2,8,Loyal Customers
17146,105,3,202.55,2,3,4,9,Loyal Customers
17147,22,6,65.02,3,4,3,10,Champions
17148,51,1,8.5,2,1,1,4,At Risk
17152,194,4,102.55000000000001,1,3,3,7,Loyal Customers
17153,24,1,17.85,3,1,2,6,Potential Customers
17154,75,1,24.96,2,1,2,5,Potential Customers
17155,17,2,74.0,3,2,3,8,Loyal Customers
17157,7,3,33.05,4,3,2,9,Loyal Customers
17158,32,3,72.75,3,3,3,9,Loyal Customers
17159,21,4,76.1,3,3,3,9,Loyal Customers
17160,31,6,92.96000000000001,3,4,3,10,Champions
17162,28,11,124.25,3,4,4,11,Champions
17163,21,2,131.7,3,2,4,9,Loyal Customers
17164,32,8,127.51,3,4,4,11,Champions
17165,284,1,19.9,1,1,2,4,At Risk
17166,38,3,30.400000000000002,3,3,2,8,Loyal Customers
17169,50,4,23.700000000000003,3,3,2,8,Loyal Customers
17171,289,1,5.04,1,1,1,3,At Risk
17172,74,2,9.419999999999998,2,2,1,5,Potential Customers
17173,5,9,509.85,4,4,4,12,Champions
17174,217,1,19.5,1,1,2,4,At Risk
17175,44,5,124.9,3,3,4,10,Champions
17176,201,1,10.2,1,1,1,3,At Risk
17179,178,3,18.52,1,3,2,6,Potential Customers
17180,56,6,-3.220000000000001,2,4,1,7,Returned/Churned
17181,57,2,77.97000000000001,2,2,3,7,Loyal Customers
17183,7,8,388.58000000000004,4,4,4,12,Champions
17186,46,2,144.0,3,2,4,9,Loyal Customers
17187,226,1,30.599999999999998,1,1,2,4,At Risk
17188,11,9,137.46999999999997,4,4,4,12,Champions
17189,106,2,6.6899999999999995,2,2,1,5,Potential Customers
17190,58,3,10.4,2,3,1,6,Potential Customers
17191,28,7,83.05000000000001,3,4,3,10,Champions
17193,35,9,406.12,3,4,4,11,Champions
17194,273,2,11.65,1,2,1,4,At Risk
17197,29,1,30.0,3,1,2,6,Potential Customers
17198,23,3,7.710000000000001,3,3,1,7,Loyal Customers
17201,53,1,0.65,2,1,1,4,At Risk
17203,35,6,112.66000000000001,3,4,4,11,Champions
17204,169,9,68.60999999999999,1,4,3,8,Loyal Customers
17205,53,1,15.12,2,1,2,5,Potential Customers
17206,53,1,34.68,2,1,2,5,Potential Customers
17211,26,9,117.1,3,4,4,11,Champions
17212,253,1,3.95,1,1,1,3,At Risk
17213,40,11,138.27,3,4,4,11,Champions
17214,60,7,46.59999999999999,2,4,3,9,Loyal Customers
17217,234,1,11.8,1,1,1,3,At Risk
17218,4,10,39.48,4,4,2,10,Champions
17219,31,1,5.0,3,1,1,5,Potential Customers
17220,24,14,142.38,3,4,4,11,Champions
17221,7,2,10.8,4,2,1,7,Loyal Customers
17222,65,1,7.5,2,1,1,4,At Risk
17223,310,2,60.5,1,2,3,6,Potential Customers
17226,308,1,3.3600000000000003,1,1,1,3,At Risk
17227,18,6,44.24,3,4,3,10,Champions
17228,15,8,91.27,4,4,3,11,Champions
17229,96,2,4.15,2,2,1,5,Potential Customers
17230,264,11,168.28,1,4,4,9,Loyal Customers
17231,12,14,31.450000000000003,4,4,2,10,Champions
17232,2,2,39.3,4,2,2,8,Loyal Customers
17233,35,1,23.4,3,1,2,6,Potential Customers
17234,182,1,4.95,1,1,1,3,At Risk
17235,25,2,56.25,3,2,3,8,Loyal Customers
17236,12,6,80.85,4,4,3,11,Champions
17237,11,2,7.93,4,2,1,7,Loyal Customers
17238,2,17,93.44,4,4,3,11,Champions
17239,312,2,4.050000000000001,1,2,1,4,At Risk
17242,108,2,99.60000000000001,2,2,3,7,Loyal Customers
17243,1,30,571.9,4,4,4,12,Champions
17244,53,1,51.0,2,1,3,6,Potential Customers
17245,204,1,15.299999999999999,1,1,2,4,At Risk
17247,15,1,2.08,4,1,1,6,Potential Customers
17248,120,1,4.95,2,1,1,4,At Risk
17250,3,2,24.299999999999997,4,2,2,8,Loyal Customers
17251,362,1,4.25,1,1,1,3,At Risk
17252,116,2,13.35,2,2,1,5,Potential Customers
17253,18,1,14.56,3,1,1,5,Potential Customers
17254,4,2,1.34,4,2,1,7,Loyal Customers
17255,40,2,9.64,3,2,1,6,Potential Customers
17256,107,2,140.4,2,2,4,8,Loyal Customers
17259,148,2,10.030000000000001,1,2,1,4,At Risk
17262,52,5,731.9100000000001,2,3,4,9,Loyal Customers
17263,208,1,0.95,1,1,1,3,At Risk
17265,138,2,7.88,2,2,1,5,Potential Customers
17266,2,3,8.2,4,3,1,8,Loyal Customers
17267,127,2,26.4,2,2,2,6,Potential Customers
17268,107,4,449.12,2,3,4,9,Loyal Customers
17272,42,5,85.55,3,3,3,9,Loyal Customers
17274,35,1,0.83,3,1,1,5,Potential Customers
17277,227,2,25.799999999999997,1,2,2,5,Potential Customers
17278,241,1,25.5,1,1,2,4,At Risk
17279,57,1,51.0,2,1,3,6,Potential Customers
17282,130,3,460.02000000000004,2,3,4,9,Loyal Customers
17284,60,7,27.66,2,4,2,8,Loyal Customers
17286,21,1,8.5,3,1,1,5,Potential Customers
17287,26,7,50.730000000000004,3,4,3,10,Champions
17288,9,7,158.73,4,4,4,12,Champions
17289,31,4,10.51,3,3,1,7,Loyal Customers
17290,3,2,7.36,4,2,1,7,Loyal Customers
17291,308,1,550.8000000000001,1,1,4,6,Potential Customers
17293,8,9,211.73,4,4,4,12,Champions
17295,28,3,41.4,3,3,3,9,Loyal Customers
17297,17,1,9.95,3,1,1,5,Potential Customers
17298,101,2,37.83,2,2,2,6,Potential Customers
17299,11,4,68.03999999999999,4,3,3,10,Champions
17301,21,1,4.15,3,1,1,5,Potential Customers
17302,14,6,44.75000000000001,4,4,3,11,Champions
17303,361,1,1.45,1,1,1,3,At Risk
17306,10,21,2589.85,4,4,4,12,Champions
17307,365,1,-152.64000000000001,1,2,1,4,Returned/Churned
17309,95,1,4.949999999999999,2,2,1,5,Potential Customers
17311,78,2,49.9,2,2,3,7,Loyal Customers
17312,138,3,267.75,2,3,4,9,Loyal Customers
17313,17,2,88.74,3,2,3,8,Loyal Customers
17314,24,11,161.94,3,4,4,11,Champions
17315,0,43,1012.64,4,4,4,12,Champions
17317,46,5,615.6,3,3,4,10,Champions
17320,100,3,67.6,2,3,3,8,Loyal Customers
17321,8,2,45.4,4,2,3,9,Loyal Customers
17323,15,9,20.93,4,4,2,10,Champions
17324,17,4,36.45,3,3,2,8,Loyal Customers
17325,280,1,11.7,1,2,1,4,At Risk
17329,14,2,13.850000000000001,4,2,1,7,Loyal Customers
17330,22,2,158.4,3,2,4,9,Loyal Customers
17331,123,1,175.2,2,2,4,8,Loyal Customers
17333,85,1,39.599999999999994,2,2,3,7,Loyal Customers
17334,301,3,49.67999999999999,1,3,3,7,Loyal Customers
17337,151,7,-11.980000000000006,1,4,1,6,Returned/Churned
17338,17,10,77.0,3,4,3,10,Champions
17339,94,2,97.80000000000001,2,2,3,7,Loyal Customers
17340,9,16,15.710000000000015,4,4,2,10,Champions
17341,156,3,29.5,1,3,2,6,Potential Customers
17343,355,1,35.7,1,2,2,5,Potential Customers
17344,46,1,5.95,3,2,1,6,Potential Customers
17345,15,4,48.63,4,3,3,10,Champions
17346,3,16,49.059999999999995,4,4,3,11,Champions
17347,86,1,228.96,2,2,4,8,Loyal Customers
17348,14,5,52.37,4,3,3,10,Champions
17349,179,1,12.75,1,2,1,4,At Risk
17350,8,5,25.26,4,3,2,9,Loyal Customers
17351,36,3,53.550000000000004,3,3,3,9,Loyal Customers
17353,129,2,435.0,2,2,4,8,Loyal Customers
17354,50,1,14.25,3,2,1,6,Potential Customers
17356,311,1,28.049999999999997,1,2,2,5,Potential Customers
17357,24,2,75.26,3,2,3,8,Loyal Customers
17358,303,2,17.1,1,2,2,5,Potential Customers
17359,11,1,1.25,4,2,1,7,Loyal Customers
17360,17,3,16.28,3,3,2,8,Loyal Customers
17361,49,3,49.17,3,3,3,9,Loyal Customers
17362,239,2,12.2,1,2,1,4,At Risk
17364,0,12,227.76,4,4,4,12,Champions
17365,12,8,62.5,4,4,3,11,Champions
17367,238,1,17.4,1,2,2,5,Potential Customers
17368,23,9,368.86999999999995,3,4,4,11,Champions
17370,72,4,69.96,2,3,3,8,Loyal Customers
17371,17,3,4.22,3,3,1,7,Loyal Customers
17372,40,8,67.25,3,4,3,10,Champions
17373,40,4,75.38,3,3,3,9,Loyal Customers
17374,218,2,30.9,1,2,2,5,Potential Customers
17375,190,4,0.75,1,3,1,5,Potential Customers
17376,70,2,12.399999999999999,2,2,1,5,Potential Customers
17377,23,21,17.160000000000007,3,4,2,9,Loyal Customers
17379,11,1,2.08,4,2,1,7,Loyal Customers
17381,8,30,5728.5,4,4,4,12,Champions
17382,65,1,50.400000000000006,2,2,3,7,Loyal Customers
17383,4,1,2.95,4,2,1,7,Loyal Customers
17384,19,2,17.85,3,2,2,7,Loyal Customers
17385,14,1,15.0,4,2,1,7,Loyal Customers
17386,7,6,439.86000000000007,4,4,4,12,Champions
17387,19,2,50.400000000000006,3,2,3,8,Loyal Customers
17388,77,4,777.2,2,3,4,9,Loyal Customers
17389,0,43,4464.99,4,4,4,12,Champions
17391,163,2,305.28000000000003,1,2,4,7,Loyal Customers
17392,306,2,3.5999999999999996,1,2,1,4,At Risk
17394,219,1,9.95,1,2,1,4,At Risk
17396,39,8,1833.65,3,4,4,11,Champions
17397,22,2,13.850000000000001,3,2,1,6,Potential Customers
17398,114,3,72.3,2,3,3,8,Loyal Customers
17400,126,5,40.67,2,3,3,8,Loyal Customers
17402,4,13,1039.52,4,4,4,12,Champions
17403,36,1,15.0,3,2,1,6,Potential Customers
17404,4,18,1801.88,4,4,4,12,Champions
17405,1,5,17.46,4,3,2,9,Loyal Customers
17406,330,5,7.4500000000000055,1,3,1,5,Potential Customers
17408,163,1,12.75,1,2,1,4,At Risk
17409,184,2,77.65,1,2,3,6,Potential Customers
17410,16,5,86.7,4,3,3,10,Champions
17411,12,4,32.42,4,3,2,9,Loyal Customers
17412,2,7,129.76,4,4,4,12,Champions
17414,43,2,194.4,3,2,4,9,Loyal Customers
17415,79,1,170.0,2,2,4,8,Loyal Customers
17416,29,9,433.41,3,4,4,11,Champions
17418,42,2,28.160000000000004,3,2,2,7,Loyal Customers
17419,11,14,204.27,4,4,4,12,Champions
17420,50,3,60.65,3,3,3,9,Loyal Customers
17422,16,10,110.35,4,4,4,12,Champions
17423,45,4,5.32,3,3,1,7,Loyal Customers
17425,19,2,87.2,3,2,3,8,Loyal Customers
17426,4,7,115.2,4,4,4,12,Champions
17427,71,1,30.0,2,2,2,6,Potential Customers
17428,0,33,1951.0900000000001,4,4,4,12,Champions
17429,120,4,30.57,2,3,2,7,Loyal Customers
17430,32,2,25.8,3,2,2,7,Loyal Customers
17431,313,1,5.8500000000000005,1,2,1,4,At Risk
17432,18,2,9.65,3,2,1,6,Potential Customers
17433,88,1,0.85,2,2,1,5,Potential Customers
17434,2,9,153.77,4,4,4,12,Champions
17436,1,2,63.3,4,2,3,9,Loyal Customers
17438,247,2,21.25,1,2,2,5,Potential Customers
17440,147,5,135.15,1,3,4,8,Loyal Customers
17442,29,10,81.55,3,4,3,10,Champions
17443,219,1,534.24,1,2,4,7,Loyal Customers
17444,147,3,587.5400000000001,1,3,4,8,Loyal Customers
17446,176,2,26.400000000000002,1,2,2,5,Potential Customers
17447,40,2,40.26,3,2,3,8,Loyal Customers
17448,144,1,-4287.63,1,2,1,4,Returned/Churned
17449,2,8,58.36,4,4,3,11,Champions
17450,8,55,20062.47,4,4,4,12,Champions
17451,1,10,94.9,4,4,3,11,Champions
17453,17,2,18.599999999999998,3,2,2,7,Loyal Customers
17454,192,4,69.8,1,3,3,7,Loyal Customers
17455,203,1,16.5,1,2,2,5,Potential Customers
17456,365,1,10.2,1,2,1,4,At Risk
17457,126,5,826.5999999999999,2,3,4,9,Loyal Customers
17458,15,1,12.450000000000001,4,2,1,7,Loyal Customers
17459,43,2,8.73,3,2,1,6,Potential Customers
17460,78,8,93.35000000000001,2,4,3,9,Loyal Customers
17461,22,3,34.099999999999994,3,3,2,8,Loyal Customers
17462,51,3,85.61,2,3,3,8,Loyal Customers
17463,16,6,60.7,4,4,3,11,Champions
17464,158,1,71.4,1,2,3,6,Potential Customers
17466,10,2,30.450000000000003,4,2,2,8,Loyal Customers
17468,10,2,47.0,4,2,3,9,Loyal Customers
17469,16,6,99.65,4,4,3,11,Champions
17470,44,5,83.82,3,3,3,9,Loyal Customers
17472,191,3,23.82,1,3,2,6,Potential Customers
17475,79,1,26.099999999999998,2,2,2,6,Potential Customers
17480,73,2,34.34,2,2,2,6,Potential Customers
17481,3,5,53.150000000000006,4,3,3,10,Champions
17483,65,3,58.5,2,3,3,8,Loyal Customers
17486,261,1,17.0,1,2,2,5,Potential Customers
17489,58,2,25.2,2,2,2,6,Potential Customers
17490,0,11,262.30999999999995,4,4,4,12,Champions
17491,1,11,472.96,4,4,4,12,Champions
17492,248,1,10.2,1,2,1,4,At Risk
17495,7,2,50.28,4,2,3,9,Loyal Customers
17496,358,1,9.0,1,2,1,4,At Risk
17498,75,1,15.0,2,2,1,5,Potential Customers
17499,289,1,20.4,1,2,2,5,Potential Customers
17500,17,3,1105.0,3,3,4,10,Champions
17501,220,2,25.950000000000003,1,2,2,5,Potential Customers
17502,9,4,108.30000000000001,4,3,3,10,Champions
17503,2,2,59.96,4,2,3,9,Loyal Customers
17504,206,10,268.4,1,4,4,9,Loyal Customers
17505,161,2,49.65,1,2,3,6,Potential Customers
17506,70,2,21.25,2,2,2,6,Potential Customers
17507,261,2,15.149999999999999,1,2,2,5,Potential Customers
17508,280,1,9.899999999999999,1,2,1,4,At Risk
17509,57,11,119.79,2,4,4,10,Champions
17510,24,1,22.5,3,2,2,7,Loyal Customers
17511,2,46,3329.07,4,4,4,12,Champions
17512,28,11,584.57,3,4,4,11,Champions
17513,72,1,70.8,2,2,3,7,Loyal Customers
17514,128,1,2.95,2,2,1,5,Potential Customers
17515,31,4,43.2,3,3,3,9,Loyal Customers
17516,15,5,28.75,4,3,2,9,Loyal Customers
17517,308,1,11.7,1,2,1,4,At Risk
17519,17,7,116.15,3,4,4,11,Champions
17520,53,1,15.0,2,2,1,5,Potential Customers
17521,24,4,33.91,3,3,2,8,Loyal Customers
17522,1,5,119.3,4,3,4,11,Champions
17523,11,4,150.95999999999998,4,3,4,11,Champions
17524,361,1,8.25,1,2,1,4,At Risk
17525,359,1,102.0,1,2,3,6,Potential Customers
17526,1,8,-285.99999999999994,4,4,1,9,Returned/Churned
17527,53,6,53.05,2,4,3,9,Loyal Customers
17528,1,11,63.78999999999999,4,4,3,11,Champions
17530,1,10,144.17000000000002,4,4,4,12,Champions
17531,120,2,12.65,2,2,1,5,Potential Customers
17534,53,1,24.96,2,2,2,6,Potential Customers
17535,280,1,10.2,1,2,1,4,At Risk
17536,177,1,25.5,1,2,2,5,Potential Customers
