InvoiceNo,Quantity,InvoiceDate,UnitPrice,CustomerID,TotalPrice
578004,48,2011-11-22 12:38:00,1.45,17155,69.6
578005,10,2011-11-22 12:39:00,7.08,16985,70.8
578006,10,2011-11-22 12:40:00,1.95,13363,19.5
C578007,-1,2011-11-22 12:40:00,1.45,16474,-1.45
578008,1,2011-11-22 12:47:00,2.95,14657,2.95
578009,1,2011-11-22 12:48:00,1.45,14467,1.45
578010,100,2011-11-22 12:50:00,2.04,15971,204.0
578011,6,2011-11-22 12:52:00,2.95,15150,17.700000000000003
578012,12,2011-11-22 12:54:00,4.95,14768,59.400000000000006
578013,1,2011-11-22 12:55:00,2.08,17360,2.08
578014,36,2011-11-22 12:58:00,4.15,13199,149.4
578015,48,2011-11-22 12:58:00,0.85,12971,40.8
578016,2,2011-11-22 13:02:00,8.25,14506,16.5
578017,3,2011-11-22 13:07:00,1.65,13569,4.949999999999999
578018,36,2011-11-22 13:08:00,1.04,15311,37.44
578019,1,2011-11-22 13:11:00,9.95,17360,9.95
578020,4,2011-11-22 13:20:00,4.25,16979,17.0
578021,1,2011-11-22 13:22:00,3.75,12748,3.75
578022,1,2011-11-22 13:25:00,0.42,17371,0.42
578023,24,2011-11-22 13:25:00,1.25,17502,30.0
578024,8,2011-11-22 13:27:00,1.95,12705,15.6
578025,25,2011-11-22 13:28:00,0.42,16722,10.5
578026,2,2011-11-22 13:29:00,8.25,17659,16.5
578027,6,2011-11-22 13:29:00,2.1,15977,12.600000000000001
578028,2,2011-11-22 13:30:00,0.85,17371,1.7
578029,10,2011-11-22 13:33:00,7.08,16985,70.8
578030,12,2011-11-22 13:40:00,4.25,15498,51.0
578031,4,2011-11-22 13:41:00,5.95,15796,23.8
578032,12,2011-11-22 13:41:00,1.65,16633,19.799999999999997
578033,16,2011-11-22 13:42:00,0.59,12656,9.44
578034,144,2011-11-22 13:47:00,1.05,14646,151.20000000000002
578035,24,2011-11-22 14:00:00,0.85,16422,20.4
578036,6,2011-11-22 14:04:00,2.95,16474,17.700000000000003
578038,6,2011-11-22 14:10:00,4.95,14251,29.700000000000003
C578039,-1,2011-11-22 14:13:00,10.95,17338,-10.95
578040,2,2011-11-22 14:21:00,4.15,13322,8.3
578041,1,2011-11-22 14:23:00,5.95,17338,5.95
578042,6,2011-11-22 14:25:00,85.0,17500,510.0
578043,4,2011-11-22 14:39:00,3.75,12474,15.0
578044,2,2011-11-22 14:41:00,14.95,13488,29.9
578045,1,2011-11-22 14:43:00,9.95,17297,9.95
578053,12,2011-11-22 14:59:00,1.25,14422,15.0
578054,12,2011-11-22 14:59:00,1.65,14911,19.799999999999997
578055,12,2011-11-22 15:00:00,2.95,13986,35.400000000000006
578056,12,2011-11-22 15:04:00,1.65,16164,19.799999999999997
578057,1,2011-11-22 15:05:00,7.95,12920,7.95
578058,18,2011-11-22 15:07:00,0.79,18249,14.22
578059,8,2011-11-22 15:15:00,4.95,13940,39.6
578060,1600,2011-11-22 15:22:00,0.25,17857,400.0
C578061,-2,2011-11-22 15:29:00,2.95,15811,-5.9
C578062,-3,2011-11-22 15:30:00,4.15,12471,-12.450000000000001
578063,8,2011-11-22 15:36:00,1.95,16929,15.6
578064,50,2011-11-22 15:37:00,2.08,13238,104.0
578068,2,2011-11-22 15:45:00,3.95,14505,7.9
578069,24,2011-11-22 15:49:00,0.85,14329,20.4
578070,10,2011-11-22 15:50:00,1.65,14329,16.5
578071,4,2011-11-22 15:52:00,8.15,13599,32.6
578072,1,2011-11-22 16:02:00,1.25,17759,1.25
C578073,-36,2011-11-22 16:02:00,0.32,18139,-11.52
578074,6,2011-11-22 16:06:00,0.39,17590,2.34
578075,3,2011-11-22 16:11:00,1.65,15039,4.949999999999999
C578076,-24,2011-11-22 16:18:00,0.56,18139,-13.440000000000001
C578077,-20,2011-11-22 16:18:00,2.55,12936,-51.0
578078,12,2011-11-22 16:24:00,2.08,12586,24.96
578079,10,2011-11-22 16:26:00,2.1,13985,21.0
578080,6,2011-11-22 16:28:00,2.95,15634,17.700000000000003
578081,12,2011-11-22 16:31:00,5.95,14051,71.4
578082,2,2011-11-22 16:33:00,9.95,12775,19.9
578084,6,2011-11-22 16:34:00,2.1,12465,12.600000000000001
578085,25,2011-11-22 16:39:00,0.42,13319,10.5
578086,6,2011-11-22 16:43:00,2.55,17519,15.299999999999999
578087,3,2011-11-22 16:44:00,2.95,15965,8.850000000000001
578088,2,2011-11-22 16:47:00,4.15,16376,8.3
578089,48,2011-11-22 17:02:00,1.79,12483,85.92
C578090,-2,2011-11-22 17:03:00,40.0,12483,-80.0
578091,24,2011-11-22 17:15:00,1.79,14554,42.96
578092,20,2011-11-22 17:19:00,1.65,16811,33.0
578093,24,2011-11-22 17:21:00,0.29,14911,6.959999999999999
578094,2,2011-11-22 17:23:00,2.95,16261,5.9
578096,12,2011-11-22 17:26:00,2.08,12936,24.96
578098,2,2011-11-22 17:32:00,1.25,12936,2.5
578099,12,2011-11-23 08:05:00,1.65,12452,19.799999999999997
578100,12,2011-11-23 08:17:00,1.25,15814,15.0
578101,24,2011-11-23 08:39:00,1.25,13089,30.0
578102,3,2011-11-23 08:39:00,5.95,13089,17.85
578103,72,2011-11-23 08:42:00,1.06,17554,76.32000000000001
578104,24,2011-11-23 08:43:00,1.79,13969,42.96
578105,1,2011-11-23 08:47:00,50.0,14911,50.0
578106,12,2011-11-23 09:02:00,1.45,16133,17.4
578107,36,2011-11-23 09:09:00,0.42,15949,15.12
578108,12,2011-11-23 09:20:00,1.25,14912,15.0
578109,12,2011-11-23 09:22:00,1.25,14020,15.0
C578110,-2,2011-11-23 09:23:00,4.15,15804,-8.3
578111,10,2011-11-23 09:28:00,8.5,14790,85.0
578112,24,2011-11-23 09:34:00,1.25,16670,30.0
578113,48,2011-11-23 09:35:00,0.55,14560,26.400000000000002
578114,5,2011-11-23 09:41:00,4.95,16185,24.75
578115,48,2011-11-23 09:44:00,0.39,16600,18.72
578116,2,2011-11-23 09:51:00,8.5,13078,17.0
578117,2,2011-11-23 10:01:00,8.25,14334,16.5
578118,12,2011-11-23 10:08:00,1.25,12955,15.0
578119,6,2011-11-23 10:09:00,2.55,17769,15.299999999999999
578120,6,2011-11-23 10:21:00,2.89,14493,17.34
578121,24,2011-11-23 10:23:00,0.29,14547,6.959999999999999
C578122,-2,2011-11-23 10:27:00,1.0,12452,-2.0
578123,2,2011-11-23 10:28:00,40.0,12452,80.0
C578124,-1,2011-11-23 10:30:00,1.95,14049,-1.95
578125,160,2011-11-23 10:31:00,2.55,17511,408.0
578126,1,2011-11-23 10:32:00,4.95,16900,4.95
578127,96,2011-11-23 10:36:00,0.85,13408,81.6
578128,24,2011-11-23 10:38:00,1.25,12919,30.0
578129,24,2011-11-23 10:39:00,0.39,13502,9.36
578130,12,2011-11-23 10:44:00,3.75,15611,45.0
C578131,-1,2011-11-23 10:49:00,20.8,13171,-20.8
C578132,-1,2011-11-23 10:50:00,0.85,15502,-0.85
578133,12,2011-11-23 10:55:00,2.1,14205,25.200000000000003
C578136,-2,2011-11-23 10:57:00,3.95,14156,-7.9
578140,240,2011-11-23 10:58:00,0.42,14646,100.8
578141,200,2011-11-23 11:04:00,1.45,14646,290.0
C578142,-2,2011-11-23 11:04:00,4.95,17010,-9.9
578143,24,2011-11-23 11:06:00,3.25,14646,78.0
C578144,-3,2011-11-23 11:06:00,2.95,16201,-8.850000000000001
578146,1,2011-11-23 11:07:00,9.95,13742,9.95
578147,2,2011-11-23 11:09:00,4.95,12748,9.9
C578148,-1,2011-11-23 11:11:00,1.65,15117,-1.65
578150,10,2011-11-23 11:18:00,1.65,16020,16.5
578151,12,2011-11-23 11:18:00,1.45,16020,17.4
578152,12,2011-11-23 11:21:00,10.95,16954,131.39999999999998
578153,1,2011-11-23 11:22:00,4.95,12748,4.95
578154,1,2011-11-23 11:30:00,1.65,15117,1.65
578155,2,2011-11-23 11:32:00,0.75,12748,1.5
C578164,-1,2011-11-23 11:34:00,3.75,14032,-3.75
578171,10,2011-11-23 11:36:00,1.65,17685,16.5
578174,4,2011-11-23 11:37:00,5.95,13576,23.8
578187,24,2011-11-23 11:40:00,0.75,14336,18.0
578192,12,2011-11-23 11:42:00,8.5,16954,102.0
578196,12,2011-11-23 11:43:00,6.95,16168,83.4
578211,1,2011-11-23 11:47:00,4.25,12748,4.25
578220,48,2011-11-23 11:49:00,2.1,16525,100.80000000000001
578225,12,2011-11-23 11:51:00,1.65,17700,19.799999999999997
578229,10,2011-11-23 11:54:00,2.1,16066,21.0
578230,120,2011-11-23 11:58:00,2.1,15189,252.0
578231,1,2011-11-23 12:05:00,7.95,14527,7.95
578232,1,2011-11-23 12:13:00,85.0,17135,85.0
578233,2,2011-11-23 12:20:00,4.15,14049,8.3
578234,10,2011-11-23 12:22:00,1.65,13650,16.5
C578239,-1,2011-11-23 12:29:00,26.33,14912,-26.33
578243,6,2011-11-23 12:33:00,3.25,13448,19.5
578244,10,2011-11-23 12:36:00,1.65,15727,16.5
578246,24,2011-11-23 12:38:00,1.25,13991,30.0
578247,24,2011-11-23 12:39:00,0.65,14581,15.600000000000001
578248,1,2011-11-23 12:40:00,1.25,16255,1.25
578249,120,2011-11-23 12:42:00,3.81,16660,457.2
578250,1,2011-11-23 12:43:00,1.25,15901,1.25
578251,20,2011-11-23 12:45:00,1.25,15993,25.0
578252,160,2011-11-23 12:48:00,2.55,16079,408.0
578253,1,2011-11-23 12:51:00,15.0,14744,15.0
578254,24,2011-11-23 12:52:00,2.55,17809,61.199999999999996
578255,1,2011-11-23 12:58:00,1.65,14675,1.65
578256,48,2011-11-23 12:59:00,1.45,17809,69.6
C578257,-40,2011-11-23 13:00:00,1.65,17809,-66.0
578258,10,2011-11-23 13:01:00,0.39,13263,3.9000000000000004
C578259,-120,2011-11-23 13:02:00,3.81,16660,-457.2
578260,6,2011-11-23 13:15:00,2.55,17469,15.299999999999999
578261,24,2011-11-23 13:24:00,6.75,14216,162.0
578262,2,2011-11-23 13:27:00,1.25,18283,2.5
578263,24,2011-11-23 13:27:00,1.25,17422,30.0
578264,1,2011-11-23 13:27:00,2.95,12748,2.95
578265,12,2011-11-23 13:28:00,1.25,13018,15.0
578266,1,2011-11-23 13:34:00,4.95,12748,4.95
578267,3,2011-11-23 13:37:00,4.25,12748,12.75
578268,1,2011-11-23 13:39:00,5.45,12748,5.45
578270,2,2011-11-23 13:39:00,3.29,14096,6.58
C578269,-1,2011-11-23 13:39:00,849.93,14096,-849.93
578271,12,2011-11-23 13:40:00,1.45,13899,17.4
578272,25,2011-11-23 13:40:00,0.42,17463,10.5
578273,2,2011-11-23 13:41:00,2.55,14335,5.1
C578274,-2,2011-11-23 13:42:00,9.95,17828,-19.9
578275,13,2011-11-23 13:46:00,0.06,15916,0.78
C578276,-1,2011-11-23 13:48:00,5.39,17511,-5.39
578277,8,2011-11-23 13:51:00,2.08,12723,16.64
578278,5,2011-11-23 13:51:00,1.25,12748,6.25
578279,56,2011-11-23 13:53:00,0.83,14735,46.48
578281,3,2011-11-23 13:53:00,12.5,14099,37.5
C578280,-4,2011-11-23 13:53:00,1.25,17841,-5.0
578283,48,2011-11-23 13:54:00,1.79,13139,85.92
C578282,-1,2011-11-23 13:54:00,4.25,17841,-4.25
578284,12,2011-11-23 13:56:00,1.65,14385,19.799999999999997
578285,1,2011-11-23 13:57:00,9.95,12748,9.95
578286,312,2011-11-23 13:57:00,0.29,18084,90.47999999999999
578287,1,2011-11-23 14:01:00,8.5,12723,8.5
578288,1,2011-11-23 14:05:00,8.25,12748,8.25
578289,1,2011-11-23 14:07:00,12.75,17841,12.75
578290,12,2011-11-23 14:07:00,2.95,13644,35.400000000000006
578291,12,2011-11-23 14:18:00,2.95,16500,35.400000000000006
578292,5,2011-11-23 14:35:00,1.65,13174,8.25
578293,10,2011-11-23 14:36:00,2.08,15640,20.8
578294,12,2011-11-23 14:37:00,2.95,16790,35.400000000000006
578295,12,2011-11-23 14:39:00,4.95,12569,59.400000000000006
578296,12,2011-11-23 14:51:00,4.95,16653,59.400000000000006
578297,48,2011-11-23 14:51:00,1.79,17017,85.92
578298,128,2011-11-23 14:52:00,0.72,12619,92.16
578299,20,2011-11-23 14:53:00,0.85,16660,17.0
578300,72,2011-11-23 15:02:00,3.75,12664,270.0
578301,12,2011-11-23 15:14:00,0.42,17034,5.04
578302,6,2011-11-23 15:23:00,2.95,16057,17.700000000000003
578303,24,2011-11-23 15:39:00,3.29,14733,78.96000000000001
578304,64,2011-11-23 15:41:00,2.55,13831,163.2
578305,36,2011-11-23 15:44:00,4.25,14088,153.0
578306,4,2011-11-23 15:46:00,4.95,17410,19.8
578307,2,2011-11-23 15:53:00,2.89,17290,5.78
578308,2,2011-11-23 16:09:00,0.39,12748,0.78
578309,12,2011-11-23 16:20:00,1.95,15253,23.4
578310,16,2011-11-23 16:22:00,0.65,17434,10.4
578311,10,2011-11-23 16:22:00,2.08,15253,20.8
578312,48,2011-11-23 16:24:00,1.79,14032,85.92
578313,2,2011-11-23 16:24:00,2.89,17757,5.78
578314,24,2011-11-23 16:33:00,2.55,13350,61.199999999999996
578315,12,2011-11-23 16:34:00,1.45,17725,17.4
578316,24,2011-11-23 16:43:00,0.19,14189,4.5600000000000005
578317,6,2011-11-23 16:47:00,5.95,15398,35.7
578318,6,2011-11-23 16:48:00,1.95,17135,11.7
578319,12,2011-11-23 16:48:00,2.1,15393,25.200000000000003
578321,200,2011-11-23 16:59:00,1.45,12557,290.0
578322,6,2011-11-23 17:10:00,2.1,12948,12.600000000000001
578323,2,2011-11-23 17:19:00,4.95,15743,9.9
578324,2,2011-11-23 17:32:00,2.08,17530,4.16
578325,1,2011-11-23 17:43:00,4.95,16343,4.95
578326,12,2011-11-23 17:45:00,1.25,16343,15.0
578330,288,2011-11-24 08:28:00,0.21,17523,60.48
578331,2,2011-11-24 08:44:00,12.75,14911,25.5
578333,36,2011-11-24 08:50:00,1.95,12471,70.2
578334,4,2011-11-24 08:53:00,4.95,15594,19.8
578335,6,2011-11-24 09:06:00,2.49,17481,14.940000000000001
578339,6,2011-11-24 09:07:00,2.55,12421,15.299999999999999
578341,96,2011-11-24 09:13:00,1.65,16966,158.39999999999998
C578342,-1,2011-11-24 09:15:00,4.15,15993,-4.15
578343,20,2011-11-24 09:21:00,1.25,13277,25.0
578345,192,2011-11-24 09:23:00,0.85,15270,163.2
578346,192,2011-11-24 09:24:00,0.85,15270,163.2
578348,16,2011-11-24 09:34:00,0.42,12494,6.72
578349,4,2011-11-24 09:50:00,4.95,14539,19.8
578350,12,2011-11-24 09:51:00,3.75,15632,45.0
578351,32,2011-11-24 09:59:00,2.55,14987,81.6
578352,12,2011-11-24 10:02:00,2.1,16596,25.200000000000003
578353,12,2011-11-24 10:07:00,1.65,14825,19.799999999999997
578354,6,2011-11-24 10:12:00,12.75,17139,76.5
C578355,-3,2011-11-24 10:13:00,1.95,14397,-5.85
578356,48,2011-11-24 10:14:00,1.25,14866,60.0
578357,18,2011-11-24 10:24:00,0.85,17228,15.299999999999999
578358,72,2011-11-24 10:35:00,9.95,15482,716.4
578359,100,2011-11-24 10:35:00,1.79,14607,179.0
578361,25,2011-11-24 10:38:00,0.42,13638,10.5
578362,48,2011-11-24 10:39:00,2.95,12913,141.60000000000002
C578363,-48,2011-11-24 10:40:00,2.55,15482,-122.39999999999999
578364,6,2011-11-24 10:42:00,2.49,13588,14.940000000000001
578365,6,2011-11-24 10:46:00,10.95,15482,65.69999999999999
578366,10,2011-11-24 10:53:00,2.08,16173,20.8
C578367,-4,2011-11-24 11:00:00,4.15,14640,-16.6
C578368,-96,2011-11-24 11:05:00,1.85,16191,-177.60000000000002
578369,3,2011-11-24 11:10:00,1.65,14698,4.949999999999999
578370,1,2011-11-24 11:11:00,0.85,17346,0.85
C578371,-1,2011-11-24 11:16:00,8.25,14410,-8.25
578372,6,2011-11-24 11:17:00,2.89,17451,17.34
578373,12,2011-11-24 11:19:00,1.45,17451,17.4
578375,3,2011-11-24 11:41:00,4.95,16157,14.850000000000001
C578377,-120,2011-11-24 11:44:00,0.72,14277,-86.39999999999999
578384,12,2011-11-24 11:47:00,1.45,16189,17.4
578400,2,2011-11-24 11:52:00,1.45,12748,2.9
578420,2,2011-11-24 11:57:00,4.95,16326,9.9
578425,4,2011-11-24 12:01:00,18.0,12705,72.0
578427,36,2011-11-24 12:11:00,1.45,15034,52.199999999999996
578429,3,2011-11-24 12:12:00,8.25,16271,24.75
C578432,-1,2011-11-24 12:20:00,2.55,12395,-2.55
578433,12,2011-11-24 12:21:00,3.75,17671,45.0
578441,48,2011-11-24 12:24:00,1.45,17133,69.6
578445,2,2011-11-24 12:25:00,4.95,15005,9.9
578451,48,2011-11-24 12:27:00,1.45,17133,69.6
578459,96,2011-11-24 12:30:00,0.19,12388,18.240000000000002
578461,5,2011-11-24 12:30:00,6.65,12748,33.25
578463,6,2011-11-24 12:30:00,4.15,12757,24.900000000000002
578468,24,2011-11-24 12:33:00,0.29,16482,6.959999999999999
578469,4,2011-11-24 12:36:00,18.0,12471,72.0
578470,3,2011-11-24 12:38:00,5.95,16824,17.85
578472,24,2011-11-24 12:40:00,1.45,12476,34.8
578479,1,2011-11-24 12:48:00,0.1,15858,0.1
578480,12,2011-11-24 12:48:00,1.65,15502,19.799999999999997
578485,10,2011-11-24 12:52:00,2.08,12921,20.8
578488,10,2011-11-24 12:53:00,2.08,12784,20.8
578506,3,2011-11-24 13:01:00,4.15,17458,12.450000000000001
578508,2,2011-11-24 13:06:00,3.75,16892,7.5
578509,30,2011-11-24 13:17:00,0.21,12705,6.3
578510,2,2011-11-24 13:25:00,1.65,14056,3.3
578511,2,2011-11-24 13:27:00,6.35,17975,12.7
578512,24,2011-11-24 13:28:00,9.95,15187,238.79999999999998
578513,4,2011-11-24 13:32:00,8.25,16609,33.0
578514,24,2011-11-24 13:40:00,1.25,14785,30.0
578515,4,2011-11-24 13:40:00,0.42,16885,1.68
578516,30,2011-11-24 13:53:00,1.95,14591,58.5
578517,48,2011-11-24 13:53:00,0.29,16523,13.919999999999998
578518,2,2011-11-24 13:54:00,1.25,14606,2.5
578519,1,2011-11-24 13:56:00,2.08,14591,2.08
578520,72,2011-11-24 13:57:00,0.19,14591,13.68
578521,10,2011-11-24 14:06:00,1.25,17812,12.5
578522,4,2011-11-24 14:09:00,0.14,17254,0.56
578523,96,2011-11-24 14:10:00,0.64,15311,61.44
578526,12,2011-11-24 14:22:00,1.25,13995,15.0
578530,18,2011-11-24 14:37:00,2.95,14251,53.1
578531,1,2011-11-24 14:40:00,3.75,17364,3.75
578532,12,2011-11-24 14:40:00,1.95,18130,23.4
578533,2,2011-11-24 14:42:00,4.15,17767,8.3
578534,4,2011-11-24 14:51:00,8.25,15725,33.0
578535,16,2011-11-24 14:52:00,0.42,13207,6.72
578541,2,2011-11-24 15:01:00,3.75,14277,7.5
578544,6,2011-11-24 15:01:00,3.75,17096,22.5
578547,6,2011-11-24 15:02:00,2.95,12720,17.700000000000003
578548,2,2011-11-24 15:02:00,2.95,17345,5.9
578550,2,2011-11-24 15:03:00,8.5,12720,17.0
578551,1,2011-11-24 15:05:00,0.85,12937,0.85
578620,1,2011-11-24 15:21:00,2.08,17247,2.08
578621,6,2011-11-24 15:26:00,2.95,13719,17.700000000000003
578622,60,2011-11-24 15:28:00,0.83,18184,49.8
578623,32,2011-11-24 15:32:00,2.55,15953,81.6
578626,24,2011-11-24 15:38:00,0.65,12709,15.600000000000001
578627,20,2011-11-24 15:41:00,2.08,14709,41.6
578630,48,2011-11-24 16:06:00,1.04,12748,49.92
578631,10,2011-11-24 16:20:00,7.08,14805,70.8
578633,12,2011-11-24 16:31:00,1.25,16616,15.0
578634,2,2011-11-24 16:34:00,8.25,16566,16.5
578653,36,2011-11-24 16:40:00,0.39,18161,14.040000000000001
578661,24,2011-11-24 16:46:00,0.85,18188,20.4
578662,1,2011-11-24 16:51:00,14.95,17516,14.95
578663,6,2011-11-24 16:54:00,2.95,15428,17.700000000000003
578664,2,2011-11-24 16:59:00,0.39,15910,0.78
578665,32,2011-11-24 17:02:00,1.69,16570,54.08
578666,6,2011-11-24 17:06:00,2.1,17727,12.600000000000001
578667,2,2011-11-24 17:10:00,3.75,15514,7.5
578668,60,2011-11-24 17:11:00,0.85,12971,51.0
C578669,-1,2011-11-24 17:14:00,2.08,17323,-2.08
578670,3,2011-11-24 17:29:00,1.65,17323,4.949999999999999
578671,40,2011-11-24 17:32:00,1.65,16989,66.0
578672,12,2011-11-24 17:43:00,0.85,16668,10.2
578674,12,2011-11-24 18:05:00,3.29,14088,39.480000000000004
C578673,-1,2011-11-24 18:05:00,16.95,16016,-16.95
578675,10,2011-11-24 18:13:00,2.08,14756,20.8
578676,1,2011-11-24 19:07:00,5.95,16016,5.95
578677,2,2011-11-24 19:30:00,8.25,15750,16.5
578678,1,2011-11-24 19:59:00,2.08,17841,2.08
578679,500,2011-11-25 08:12:00,0.32,15117,160.0
578680,16,2011-11-25 08:23:00,0.42,16458,6.72
578681,6,2011-11-25 08:41:00,7.95,13579,47.7
578682,24,2011-11-25 08:55:00,2.95,17173,70.80000000000001
578683,18,2011-11-25 08:55:00,2.95,15134,53.1
578684,6,2011-11-25 08:59:00,2.95,16856,17.700000000000003
578685,12,2011-11-25 09:07:00,1.69,16779,20.28
578686,12,2011-11-25 09:18:00,2.95,13050,35.400000000000006
578687,10,2011-11-25 09:23:00,1.65,14703,16.5
578688,25,2011-11-25 09:27:00,0.42,16719,10.5
578689,120,2011-11-25 09:31:00,1.79,15793,214.8
578690,1,2011-11-25 09:36:00,2.95,17302,2.95
578694,30,2011-11-25 09:40:00,2.08,13199,62.400000000000006
578695,48,2011-11-25 09:42:00,0.12,13199,5.76
578696,12,2011-11-25 10:02:00,1.65,13985,19.799999999999997
578697,6,2011-11-25 10:03:00,2.89,14132,17.34
578698,12,2011-11-25 10:20:00,0.85,12620,10.2
578699,8,2011-11-25 10:22:00,1.95,13113,15.6
578701,4,2011-11-25 10:52:00,3.75,17624,15.0
578702,6,2011-11-25 10:58:00,2.08,15382,12.48
578703,12,2011-11-25 11:02:00,1.25,17385,15.0
578704,32,2011-11-25 11:12:00,2.55,18172,81.6
578705,3,2011-11-25 11:12:00,1.45,12531,4.35
578707,5,2011-11-25 11:20:00,0.06,17870,0.3
578708,20,2011-11-25 11:21:00,2.08,15737,41.6
578719,36,2011-11-25 11:25:00,0.42,17348,15.12
578736,120,2011-11-25 11:33:00,1.79,12681,214.8
C578743,-3,2011-11-25 11:35:00,18.0,12681,-54.0
578745,18,2011-11-25 11:36:00,2.1,13978,37.800000000000004
578757,1,2011-11-25 11:41:00,0.21,12748,0.21
578781,1,2011-11-25 11:54:00,8.25,15872,8.25
578782,1,2011-11-25 11:55:00,2.1,15872,2.1
578783,3,2011-11-25 11:58:00,4.25,12748,12.75
578785,160,2011-11-25 12:01:00,1.45,13525,232.0
C578784,-1,2011-11-25 12:01:00,7.6,13081,-7.6
578786,10,2011-11-25 12:02:00,1.25,13184,12.5
578787,1,2011-11-25 12:10:00,25.0,13589,25.0
578789,10,2011-11-25 12:17:00,1.95,16161,19.5
578790,2,2011-11-25 12:20:00,1.25,14966,2.5
578791,24,2011-11-25 12:20:00,0.42,12841,10.08
578792,36,2011-11-25 12:20:00,3.29,14911,118.44
578793,3,2011-11-25 12:21:00,12.5,16210,37.5
578794,12,2011-11-25 12:24:00,2.55,17232,30.599999999999998
578795,2,2011-11-25 12:29:00,16.65,17243,33.3
578802,20,2011-11-25 12:52:00,0.85,17468,17.0
C578803,-1,2011-11-25 12:55:00,8.5,16764,-8.5
578804,12,2011-11-25 12:57:00,1.25,17557,15.0
578805,20,2011-11-25 12:57:00,1.65,16401,33.0
578806,6,2011-11-25 13:09:00,6.95,13149,41.7
578807,36,2011-11-25 13:10:00,2.08,17491,74.88
578808,3,2011-11-25 13:23:00,0.55,16327,1.6500000000000001
578809,2,2011-11-25 13:23:00,3.75,13048,7.5
578810,18,2011-11-25 13:27:00,5.45,16814,98.10000000000001
578811,4,2011-11-25 13:28:00,4.15,12438,16.6
578812,4,2011-11-25 13:30:00,4.25,13332,17.0
578813,8,2011-11-25 13:33:00,4.15,14946,33.2
578814,4,2011-11-25 13:40:00,0.85,12748,3.4
578815,6,2011-11-25 13:42:00,2.95,13860,17.700000000000003
578816,60,2011-11-25 13:44:00,2.1,14111,126.0
578817,1,2011-11-25 13:45:00,0.39,16764,0.39
578818,1,2011-11-25 13:47:00,9.95,17920,9.95
578819,1,2011-11-25 13:52:00,9.95,15311,9.95
578820,48,2011-11-25 13:58:00,1.79,12912,85.92
578821,50,2011-11-25 13:59:00,4.25,17389,212.5
578822,6,2011-11-25 14:00:00,2.89,13437,17.34
578824,1,2011-11-25 14:02:00,4.25,17883,4.25
578825,4,2011-11-25 14:21:00,4.15,17562,16.6
578826,2,2011-11-25 14:24:00,2.95,17329,5.9
578829,1,2011-11-25 14:53:00,2.08,14710,2.08
578830,6,2011-11-25 14:58:00,4.95,15186,29.700000000000003
578831,80,2011-11-25 15:15:00,2.55,15473,204.0
C578832,-1,2011-11-25 15:18:00,2.1,13069,-2.1
578834,1,2011-11-25 15:32:00,4.95,18109,4.95
578835,48,2011-11-25 15:44:00,1.79,12682,85.92
578836,1,2011-11-25 15:47:00,12.5,13069,12.5
578841,12540,2011-11-25 15:57:00,0.0,13256,0.0
578843,2,2011-11-25 16:13:00,3.75,17813,7.5
578846,10,2011-11-25 17:27:00,0.63,17757,6.3
578848,1,2011-11-27 10:34:00,9.95,17988,9.95
578849,1,2011-11-27 10:39:00,16.95,13232,16.95
578850,2,2011-11-27 10:47:00,2.95,13571,5.9
578851,20,2011-11-27 11:05:00,1.25,16407,25.0
578852,3,2011-11-27 11:12:00,1.55,17841,4.65
578853,4,2011-11-27 11:15:00,0.55,17864,2.2
578854,12,2011-11-27 11:15:00,2.08,14859,24.96
578855,10,2011-11-27 11:15:00,7.08,14878,70.8
578856,6,2011-11-27 11:18:00,7.45,17769,44.7
578857,10,2011-11-27 11:18:00,2.08,14859,20.8
578858,25,2011-11-27 11:22:00,0.42,18145,10.5
578901,1,2011-11-27 11:47:00,4.15,17812,4.15
578914,2,2011-11-27 11:54:00,2.1,13782,4.2
578921,1,2011-11-27 11:57:00,8.5,13596,8.5
578922,1,2011-11-27 12:00:00,2.1,17236,2.1
578923,1,2011-11-27 12:01:00,8.25,14527,8.25
578924,23,2011-11-27 12:10:00,0.39,16983,8.97
578925,33,2011-11-27 12:13:00,0.85,17365,28.05
578926,2,2011-11-27 12:24:00,12.75,18156,25.5
578927,3,2011-11-27 12:26:00,1.65,15747,4.949999999999999
578928,1,2011-11-27 12:29:00,4.95,15443,4.95
578929,1,2011-11-27 12:31:00,19.95,13064,19.95
578931,4,2011-11-27 12:40:00,0.85,16942,3.4
C578932,-1,2011-11-27 12:44:00,3.75,15351,-3.75
578933,4,2011-11-27 12:47:00,7.95,16923,31.8
578934,4,2011-11-27 12:47:00,1.25,14577,5.0
578935,2,2011-11-27 12:52:00,1.65,15351,3.3
578936,4,2011-11-27 13:00:00,2.95,16923,11.8
578937,12,2011-11-27 13:03:00,1.25,16592,15.0
578938,12,2011-11-27 13:07:00,2.1,16592,25.200000000000003
578939,5,2011-11-27 13:14:00,1.65,17068,8.25
578941,1,2011-11-27 13:26:00,4.95,16024,4.95
578942,1,2011-11-27 13:29:00,8.25,17288,8.25
578943,12,2011-11-27 13:35:00,3.75,15009,45.0
578944,1,2011-11-27 13:41:00,1.65,16005,1.65
578945,2,2011-11-27 13:47:00,0.42,16877,0.84
578946,1,2011-11-27 13:47:00,5.95,16005,5.95
578947,2,2011-11-27 13:49:00,9.95,14547,19.9
